id	contentType	sourceRef	partNo	chapterNo	sectionNo	topicNo	parenNo	bracketNo	itemNo	title	answer	level	examYears	requiredKeywords	optionalKeywords	tags	isActive	checkStatus
p04-c01-049	STANDARD		4	1	5	2	2	2	1	유형 1·2 보고서가 제공하는 증거의 충분성과 적합성 결정시 만족하여야 할 사항	① 서비스감사인의 전문적 적격성 및 서비스조직으로부터의 독립성\n② 발행된 유형 1 또는 유형 2 보고서에 적용된 기준의 적절성	3		충분성,적합성,전문적 적격성,독립성	적용된 기준	4편;1장;외부서비스조직	TRUE	CONFIRMED
p04-c01-050	STANDARD		4	1	5	3	1		1	서비스조직의 통제에 대한 통제테스트 수행방법	① 입수가능한 경우 유형 2의 보고서를 입수한다. 유형 1 보고서는 사용할 수 없다.\n② 서비스조직의 통제에 대해 적합한 통제테스트를 직접 수행한다.\n③ 서비스조직의 통제에 대하여 통제테스트를 수행한 타감사인의 업무를 활용한다.	3		통제테스트,유형 2 보고서,유형 1 보고서 불가,직접 수행	타감사인 업무 활용	4편;1장;외부서비스조직	TRUE	CONFIRMED
p04-c01-051	STANDARD		4	1	5	3	2		1	통제테스트로서 유형 2 보고서를 이용할 경우 추가절차	① 서비스조직 통제에 대한 기술, 설계 및 운영효과성이 이용자기업 감사인의 감사목적에 적합한 일자 또는 적합한 기간에 대한 것인지 여부를 평가한다.\n② 통제테스트의 대상기간 및 그러한 통제테스트를 수행한 경과된 시간의 적절성을 평가한다.\n③ 서비스감사인의 감사보고서에 기술된 통제테스트와 그 결과가 이용자기업 재무제표의 경영진주장과 관련이 있고, 충분하고 적합한 감사증거를 제공하는지 평가한다.\n④ 보충적 이용자기업 통제가 관련성이 있다면 이용자기업이 그러한 통제를 설계·실행하였는지 이해하고 통제의 운영효과성을 테스트한다.	3		유형 2 보고서,운영효과성,대상기간,경과된 시간	통제테스트 결과,보충적 이용자기업 통제	4편;1장;외부서비스조직	TRUE	CONFIRMED
p04-c01-052	STANDARD		4	1	5	3	3		1	유형 2 보고서가 제공하는 증거의 충분성과 적합성 결정시 만족하여야 할 사항	① 서비스감사인의 전문적 적격성 및 서비스조직으로부터의 독립성\n② 발행된 유형 2 보고서에 적용된 기준의 적절성	3		유형 2 보고서,충분성,적합성,전문적 적격성	독립성,적용된 기준	4편;1장;외부서비스조직	TRUE	CONFIRMED
p04-c01-053	STANDARD		4	1	5	4			1	이용자기업 감사인의 감사의견과 감사보고서상 서비스감사인의 언급	서비스에 대해서 충분하고 적합한 감사증거를 입수하지 못한 경우에는 한정의견이나 의견거절을 표명한다.\n법규에서 요구하지 않는 한 적정의견 감사보고서에서 서비스감사인이 수행한 업무를 언급하면 안 된다. 다만 법규상 언급이 요구되면 언급은 하되, 그 언급이 이용자기업 감사인의 감사의견에 대한 책임을 경감시키지 아니함을 감사보고서에 명시하여야 한다.\n서비스감사인이 수행한 업무의 언급이 이용자기업 감사인의 변형의견을 이해시키는 것과 관련된다면 언급은 하되, 이용자기업 감사보고서에는 그러한 언급이 해당 변형의견에 대한 이용자기업 감사인의 책임을 경감시키지 아니함을 명시하여야 한다.	3		한정의견,의견거절,적정의견,서비스감사인 언급 금지	책임 경감 아님,변형의견	4편;1장;외부서비스조직	TRUE	CONFIRMED
p04-c02-001	STANDARD		4	2	1	1	1		1	통제테스트와 실증절차의 정의	실증절차란 경영진주장 수준의 중요왜곡표시를 발견하기 위하여 설계·수행하는 감사절차를 말한다.\n실증절차는 실증적인 분석적절차와 세부테스트로 구분한다.\n세부테스트는 다시 거래유형에 대한 세부테스트, 계정잔액에 대한 세부테스트, 공시사항에 대한 세부테스트로 구분한다.	1		실증절차,실증적인 분석적절차,세부테스트,거래유형,계정잔액	공시사항	4편;2장;실증절차의 기초;개요	TRUE	NEEDS_CHECK
p04-c02-002	STANDARD		4	2	1	1	2	1	1	재무제표의 결산절차에 대한 실증절차	감사인은 재무제표 결산절차와 관련하여 실증절차를 설계하고 수행하여야 한다.\n재무제표가 기초 회계기록과 일치하거나 조정되는지 여부를 검증하고, 재무제표 작성과정에서 이루어진 중요한 분개와 기타 조정사항을 검토한다.	3		결산절차,기초 회계기록,일치,조정	중요한 분개,기타 조정사항	4편;2장;실증절차의 기초;수행목적별 분류	TRUE	NEEDS_CHECK
p04-c02-003	STANDARD		4	2	1	1	2	2	1	유의적 위험에 대응하기 위한 실증절차	감사인이 유의적 위험을 식별한 경우에는 그 위험에 특별히 대응하는 실증절차를 수행하여야 한다.\n유의적 위험에 대한 접근방법이 실증절차만으로 이루어지는 경우에는 해당 위험에 대응하는 실증절차에 세부테스트가 포함되어야 한다.	3		유의적 위험,실증절차,특별히 대응,세부테스트		4편;2장;실증절차의 기초;수행목적별 분류	TRUE	NEEDS_CHECK
p04-c02-004	GENERAL		4	2	1	2	1		1	총괄표의 작성	총괄표는 감사대상 계정의 기초잔액, 당기증감, 기말잔액을 요약하여 표시하는 표이다.\n감사인은 총괄표를 작성하여 재무제표 금액과 기초 회계기록의 일치 여부를 확인하고, 당기 중 중요한 변동사항과 특이사항을 파악한다.	2		총괄표,기초잔액,당기증감,기말잔액,재무제표 금액	기초 회계기록	4편;2장;실증절차의 기초;수행순서	TRUE	NEEDS_CHECK
p04-c02-005	GENERAL		4	2	1	2	2		1	실증적인 분석적절차	실증적인 분석적절차는 계정잔액이나 거래유형에 대하여 감사인이 기대치를 설정하고, 기록된 금액과 비교하여 유의적인 차이를 조사하는 절차이다.\n감사인은 분석적절차를 통하여 세부테스트의 범위와 중점 확인사항을 결정할 수 있다.	3		실증적인 분석적절차,기대치,기록된 금액,유의적인 차이	세부테스트 범위	4편;2장;실증절차의 기초;수행순서	TRUE	NEEDS_CHECK
p04-c02-006	GENERAL		4	2	1	2	3		1	세부테스트의 수행	세부테스트는 거래유형, 계정잔액, 공시사항에 포함된 왜곡표시를 발견하기 위하여 수행하는 감사절차이다.\n감사인은 검사, 재계산, 재수행, 외부조회, 관찰, 질문 등 적절한 감사증거 입수방법을 조합하여 세부테스트를 수행한다.	3		세부테스트,거래유형,계정잔액,공시사항,왜곡표시	감사증거 입수방법	4편;2장;실증절차의 기초;수행순서	TRUE	NEEDS_CHECK
p04-c02-007	STANDARD		4	2	2	1	1		1	실증절차의 수행시기: 원칙	실증절차는 원칙적으로 재무제표일 이후에 수행한다.\n재무제표일 이후에 수행하는 실증절차는 감사대상 기간 전체에 대한 감사증거를 제공하며, 기말 현재 계정잔액과 공시사항에 대한 감사증거를 직접 제공한다.	3		실증절차 수행시기,재무제표일 이후,기말,계정잔액	공시사항	4편;2장;실증절차의 기초;수행시기	TRUE	NEEDS_CHECK
p04-c02-008	STANDARD		4	2	2	1	2		1	실증절차의 수행시기: 중간기간	감사인은 예외적으로 재무제표일 이전의 중간기간에 실증절차를 수행할 수 있다.\n중간기간에 실증절차를 수행한 경우에는 중간기간부터 재무제표일까지의 잔여기간에 대하여 추가적인 실증절차 또는 통제테스트와 결합한 실증절차를 수행하여야 한다.	3		중간기간,잔여기간,추가적인 실증절차,통제테스트와 결합		4편;2장;실증절차의 기초;수행시기	TRUE	NEEDS_CHECK
p04-c02-009	STANDARD		4	2	2	1	2		2	중간기간 실증절차 수행시 고려사항	감사인은 중간기간에 실증절차를 수행할지 여부를 결정할 때 통제환경과 기타 관련 통제, 중간기간 이후 감사증거의 이용가능성, 실증절차의 목적, 평가된 중요왜곡표시위험, 관련 거래유형이나 계정잔액의 성격, 잔여기간에 수행할 수 있는 절차 등을 고려한다.	3		통제환경,감사증거 이용가능성,평가된 중요왜곡표시위험,계정잔액 성격	잔여기간 절차	4편;2장;실증절차의 기초;수행시기	TRUE	NEEDS_CHECK
p04-c02-010	GENERAL		4	2	2	2			1	계정별 실증절차의 적용방법	계정별 실증절차는 일반적으로 총괄표의 작성, 실증적인 분석적절차의 수행, 세부테스트의 수행 순서로 적용한다.\n계정의 성격, 관련 경영진주장, 평가된 중요왜곡표시위험에 따라 적용할 절차의 종류·시기·범위를 결정한다.	3		계정별 실증절차,총괄표,실증적인 분석적절차,세부테스트	종류,시기,범위	4편;2장;실증절차의 기초;적용방법	TRUE	NEEDS_CHECK
p04-c03-001	STANDARD		4	3	1	1			1	초도감사시 기초잔액의 개요	초도감사에서 감사인은 기초잔액에 대하여 충분하고 적합한 감사증거를 입수하여야 한다.\n기초잔액은 전기말 잔액을 기초로 하여 당기로 이월된 계정잔액을 의미하며, 우발사항이나 약정 등 기초에 존재하는 사항도 포함한다.	3		초도감사,기초잔액,충분하고 적합한 감사증거,전기말 잔액,우발사항	약정	4편;3장;초도감사시 기초잔액	TRUE	NEEDS_CHECK
p04-c03-002	STANDARD		4	3	1	2	1		1	기초잔액의 왜곡표시 포함여부 확인절차	감사인은 기초잔액에 당기 재무제표에 중요하게 영향을 미치는 왜곡표시가 포함되어 있는지 여부에 대하여 충분하고 적합한 감사증거를 입수하여야 한다.\n이를 위하여 전기 재무제표가 감사받은 경우에는 전임감사인의 감사조서를 검토하고, 전기 재무제표가 감사받지 않은 경우에는 당기에 수행한 감사절차가 기초잔액에 대한 증거를 제공하는지 고려하거나 특정 감사절차를 수행한다.	3		기초잔액,왜곡표시,전임감사인,감사조서	당기 감사절차,특정 감사절차	4편;3장;초도감사시 기초잔액;감사목적별 감사절차	TRUE	NEEDS_CHECK
p04-c03-003	STANDARD		4	3	1	2	2		1	기초잔액의 회계정책 일관성 확인절차	감사인은 기초잔액에 반영된 회계정책이 당기 재무제표에 적용된 회계정책과 일관되게 적용되었는지 여부를 확인하여야 한다.\n회계정책의 변경이 있는 경우에는 그 변경이 해당 재무보고체계에 따라 적절하게 회계처리되고 표시·공시되었는지 여부를 평가한다.	3		회계정책,일관성,회계정책 변경,재무보고체계	표시,공시	4편;3장;초도감사시 기초잔액;감사목적별 감사절차	TRUE	NEEDS_CHECK
p04-c03-004	STANDARD		4	3	1	3			1	기초잔액과 관련된 감사보고	감사인이 기초잔액에 대하여 충분하고 적합한 감사증거를 입수하지 못한 경우에는 감사의견에 미치는 영향을 고려하여 한정의견이나 의견거절을 표명한다.\n기초잔액에 당기 재무제표에 중요하게 영향을 미치는 왜곡표시가 포함되어 있고 그 영향이 적절하게 회계처리·표시·공시되지 않은 경우에는 한정의견이나 부적정의견을 표명한다.	3		기초잔액,감사보고,충분하고 적합한 감사증거,한정의견,의견거절	부적정의견	4편;3장;초도감사시 기초잔액;감사보고	TRUE	NEEDS_CHECK
p04-c03-005	GENERAL		4	3	2	1			1	현금및현금성자산 총괄표의 작성	감사인은 현금및현금성자산에 대한 총괄표를 작성하여 계정별 기초잔액, 당기증감, 기말잔액을 파악하고 재무제표 금액과 보조부 및 원장의 일치 여부를 확인한다.\n현금, 보통예금, 당좌예금, 정기예금, 현금성자산 등으로 구분하여 중요한 변동과 특이사항을 검토한다.	3		현금및현금성자산,총괄표,기초잔액,당기증감,기말잔액	보조부,원장	4편;3장;현금및현금성자산	TRUE	NEEDS_CHECK
p04-c03-006	GENERAL		4	3	2	2			1	현금및현금성자산의 실증적인 분석적절차	감사인은 현금및현금성자산의 월별 잔액 추이, 전기 대비 증감, 매출액 또는 매입액과의 관계, 이자수익과 예금잔액의 관계 등을 분석하여 비정상적인 변동이나 특이사항을 파악한다.	3		월별 잔액 추이,전기 대비 증감,이자수익,예금잔액	비정상적인 변동	4편;3장;현금및현금성자산;분석적절차	TRUE	NEEDS_CHECK
p04-c03-007	GENERAL		4	3	2	3	1	1	1	현금에 대한 세부테스트	감사인은 현금에 대하여 현금실사를 실시하고, 실사금액과 장부금액의 일치 여부를 확인한다.\n현금실사는 가능한 한 예고 없이 실시하며, 실사시점과 재무제표일이 다른 경우에는 실사일과 재무제표일 사이의 입출금을 검토하여 재무제표일 현재 현금잔액을 확인한다.	3		현금,현금실사,장부금액,예고 없이,입출금 검토	재무제표일 현재 잔액	4편;3장;현금및현금성자산;세부테스트	TRUE	NEEDS_CHECK
p04-c03-008	GENERAL		4	3	2	3	1	2	1	보통예금과 현금성자산에 대한 세부테스트	감사인은 보통예금과 현금성자산에 대하여 금융기관조회서를 발송하거나 금융기관의 잔액증명서를 확인하고, 은행계정조정표를 검토한다.\n장부잔액과 은행잔액의 차이를 구성하는 미결제수표, 미기록입금, 은행수수료, 이자수익 등을 검토하여 기간귀속과 완전성을 확인한다.	3		금융기관조회서,잔액증명서,은행계정조정표,미결제수표,미기록입금	기간귀속,완전성	4편;3장;현금및현금성자산;세부테스트	TRUE	NEEDS_CHECK
p04-c03-009	GENERAL		4	3	2	3	1	3	1	카이팅테스트	카이팅은 결산일 전후에 은행 간 자금이체를 이용하여 현금및현금성자산을 과대계상하는 부정이다.\n감사인은 결산일 전후의 은행 간 대체거래를 검토하고, 지급은행의 출금일과 입금은행의 입금일을 대조하여 동일 자금이 양쪽 은행에 동시에 계상되었는지 여부를 확인한다.	3		카이팅,은행 간 자금이체,과대계상,결산일 전후,출금일	입금일,동시 계상	4편;3장;현금및현금성자산;카이팅테스트	TRUE	NEEDS_CHECK
p04-c03-010	GENERAL		4	3	2	3	2		1	현금및현금성자산 거래유형에 대한 세부테스트	감사인은 현금및현금성자산의 수입거래와 지출거래에 대하여 증빙서류, 승인절차, 회계처리의 적정성 및 기간귀속을 검토한다.\n특히 결산일 전후의 현금수입과 현금지출을 검사하여 수익·비용 및 자산·부채가 적절한 기간에 인식되었는지 확인한다.	3		수입거래,지출거래,증빙서류,승인절차,기간귀속	결산일 전후	4편;3장;현금및현금성자산;거래유형 세부테스트	TRUE	NEEDS_CHECK
p04-c03-011	GENERAL		4	3	3	1			1	매출채권과 매출 총괄표의 작성	감사인은 매출채권과 매출에 대한 총괄표를 작성하여 기초잔액, 당기 매출, 회수, 대손처리, 기말잔액을 파악하고 재무제표 금액과 매출원장·매출채권명세서의 일치 여부를 확인한다.	3		매출채권,총괄표,매출,당기 매출,회수	대손처리,기말잔액	4편;3장;매출채권과 매출	TRUE	NEEDS_CHECK
p04-c03-012	GENERAL		4	3	3	2			1	매출채권과 매출의 실증적인 분석적절차	감사인은 매출액의 월별 추이, 전기 대비 증감, 매출총이익률, 매출채권회전율, 대손율, 연령분석표 등을 분석하여 비정상적인 변동이나 왜곡표시 가능성이 높은 영역을 파악한다.	3		매출액 월별 추이,매출총이익률,매출채권회전율,대손율	연령분석표	4편;3장;매출채권과 매출;분석적절차	TRUE	NEEDS_CHECK
p04-c03-013	GENERAL		4	3	3	3	1		1	매출채권 계정잔액에 대한 세부테스트	감사인은 매출채권명세서를 입수하여 보조부와 총계정원장의 일치 여부를 확인하고, 주요 거래처에 외부조회를 실시한다.\n조회불일치나 미회신에 대해서는 대체적 절차를 수행하고, 연령분석표와 회수가능성 검토를 통하여 대손충당금의 적정성을 평가한다.	3		매출채권명세서,외부조회,조회불일치,미회신,대체적 절차	연령분석표,대손충당금	4편;3장;매출채권과 매출;계정잔액 세부테스트	TRUE	NEEDS_CHECK
p04-c03-014	GENERAL		4	3	3	3	2	1	1	매출채권의 증가: 매출에 대한 세부테스트	매출채권의 증가는 주로 매출거래로 발생하므로 감사인은 매출거래에 대하여 주문서, 출고증, 세금계산서, 거래명세서, 매출전표 등을 대조한다.\n실재성, 완전성, 정확성, 기간귀속을 확인하며, 결산일 전후의 출고와 매출인식이 적절한 기간에 처리되었는지 검토한다.	3		매출채권 증가,매출거래,주문서,출고증,세금계산서	실재성,완전성,기간귀속	4편;3장;매출채권과 매출;거래유형 세부테스트	TRUE	NEEDS_CHECK
p04-c03-015	GENERAL		4	3	3	3	2	2	1	매출채권의 감소에 대한 세부테스트	매출채권의 감소는 주로 현금회수, 매출할인, 매출환입, 대손처리로 발생한다.\n감사인은 입금증빙, 예금거래내역, 반품승인서, 대손처리 승인문서 등을 검토하여 매출채권 감소거래의 실재성, 정확성 및 적절한 승인을 확인한다.	3		매출채권 감소,현금회수,매출할인,매출환입,대손처리	입금증빙,승인	4편;3장;매출채권과 매출;거래유형 세부테스트	TRUE	NEEDS_CHECK
p04-c03-016	GENERAL		4	3	4	1	1		1	재고자산 수량과 상태를 확인하는 감사증거 입수방법	재고자산이 회사에 직접 보관되어 있는 경우 감사인은 재고자산 실사입회에 의하여 재고자산의 수량과 상태에 대한 감사증거를 입수한다.\n실사입회는 재고자산의 실재성뿐 아니라 진부화·손상 등 상태에 관한 감사증거도 제공한다.	3		재고자산,직접 보관,실사입회,수량,상태	실재성,진부화,손상	4편;3장;재고자산과 매출원가;직접 보관	TRUE	NEEDS_CHECK
p04-c03-017	STANDARD		4	3	4	1	2		1	실사입회 계획시 고려사항	감사인은 재고자산 실사입회를 계획할 때 재고자산의 중요성, 재고자산과 관련된 중요왜곡표시위험, 내부통제의 성격, 실사절차의 적절성, 실사시기, 보관장소, 전문가 활용 필요성 등을 고려한다.	3		실사입회 계획,재고자산의 중요성,중요왜곡표시위험,내부통제	실사시기,보관장소,전문가	4편;3장;재고자산과 매출원가;실사입회	TRUE	NEEDS_CHECK
p04-c03-018	STANDARD		4	3	4	1	3	1	1	실사입회할 때 수행하여야 하는 4가지 절차	감사인은 재고자산 실사입회시 다음의 절차를 수행한다.\n1. 경영진의 실사지침과 실사절차를 평가한다.\n2. 경영진의 실사절차 수행을 관찰한다.\n3. 재고자산을 검사한다.\n4. 테스트카운트를 수행한다.	3		실사지침,실사절차 평가,관찰,재고자산 검사,테스트카운트		4편;3장;재고자산과 매출원가;실사입회 절차	TRUE	NEEDS_CHECK
p04-c03-019	STANDARD		4	3	4	1	3	2	1	실사입회 후 추가적으로 수행하여야 하는 절차	감사인은 실사입회 후 회사의 최종 재고자산기록이 실제 실사결과를 정확하게 반영하고 있는지 확인하기 위하여 감사절차를 수행한다.\n테스트카운트 결과를 최종 재고자산명세서에 추적하거나 최종 재고자산명세서에서 실사기록으로 대조하여 실사결과의 반영 여부를 확인한다.	3		최종 재고자산기록,실사결과,테스트카운트,최종 재고자산명세서	추적,대조	4편;3장;재고자산과 매출원가;실사입회 절차	TRUE	NEEDS_CHECK
p04-c03-020	STANDARD		4	3	4	1	4		1	실사일과 재무제표일이 다른 경우	재고자산 실사일이 재무제표일과 다른 경우 감사인은 실사일과 재무제표일 사이의 재고자산 변동에 대하여 감사절차를 수행하여야 한다.\n이를 통하여 실사일의 재고수량이 재무제표일 현재 재고수량으로 적절히 조정되었는지 확인한다.	3		실사일,재무제표일,재고자산 변동,감사절차	수량 조정	4편;3장;재고자산과 매출원가;실사일 차이	TRUE	NEEDS_CHECK
p04-c03-021	STANDARD		4	3	4	1	5		1	실사입회의 생략	재고자산 실사입회가 실행불가능한 경우 감사인은 대체적 감사절차를 수행하여 재고자산의 실재성과 상태에 관한 충분하고 적합한 감사증거를 입수하여야 한다.\n대체적 절차로도 충분하고 적합한 감사증거를 입수할 수 없는 경우에는 감사범위 제한으로 보아 감사의견에 미치는 영향을 고려한다.	3		실사입회 생략,실행불가능,대체적 감사절차,실재성,상태	감사범위 제한	4편;3장;재고자산과 매출원가;실사입회 생략	TRUE	NEEDS_CHECK
p04-c03-022	STANDARD		4	3	4	2			1	제3자가 보관하는 재고자산	재고자산이 제3자에 의해 보관·통제되고 있는 경우 감사인은 제3자에게 보관 중인 재고자산의 수량과 상태에 대하여 조회를 실시하여 감사증거를 입수한다.\n필요한 경우 제3자의 재고실사에 입회하거나 다른 감사인에게 입회를 요청하고, 제3자의 내부통제나 독립성도 고려한다.	3		재고자산,제3자 보관,조회,수량,상태	재고실사 입회,다른 감사인,내부통제	4편;3장;재고자산과 매출원가;제3자 보관	TRUE	NEEDS_CHECK
p04-c03-023	GENERAL		4	3	5	1			1	유형자산과 감가상각비 총괄표의 작성	감사인은 유형자산과 감가상각비에 대한 총괄표를 작성하여 기초잔액, 취득, 처분, 대체, 감가상각, 손상, 기말잔액을 파악하고 재무제표 금액과 유형자산명세서 및 총계정원장의 일치 여부를 확인한다.	3		유형자산,감가상각비,총괄표,감가상각,취득	처분,대체,손상,기말잔액	4편;3장;유형자산과 감가상각비	TRUE	NEEDS_CHECK
p04-c03-024	GENERAL		4	3	5	2			1	유형자산과 감가상각비의 실증적인 분석적절차	감사인은 유형자산 증감 추이, 감가상각비와 유형자산 잔액의 관계, 감가상각률, 수선비와 자본적 지출의 관계 등을 분석하여 비정상적인 변동이나 오류 가능성이 높은 영역을 파악한다.	3		감가상각비,유형자산 증감,감가상각률,수선비	자본적 지출,비정상적인 변동	4편;3장;유형자산과 감가상각비;분석적절차	TRUE	NEEDS_CHECK
p04-c03-025	GENERAL		4	3	5	3	1		1	유형자산 계정잔액에 대한 세부테스트	감사인은 유형자산명세서를 입수하여 장부와 대조하고, 중요한 유형자산의 실재성을 확인하기 위하여 실물검사를 수행한다.\n취득원가, 감가상각누계액, 손상차손, 담보제공 여부, 소유권 관련 서류를 검토하여 평가와 권리·의무를 확인한다.	3		유형자산명세서,실물검사,취득원가,감가상각누계액,손상차손	담보제공,권리·의무	4편;3장;유형자산과 감가상각비;계정잔액 세부테스트	TRUE	NEEDS_CHECK
p04-c03-026	GENERAL		4	3	5	3	2		1	유형자산 거래유형에 대한 세부테스트	감사인은 유형자산의 취득, 처분, 대체, 폐기, 감가상각비 계상거래에 대하여 계약서, 세금계산서, 이사회 의사록, 처분승인서, 대금수수 증빙 등을 검토한다.\n자본적 지출과 수익적 지출의 구분, 처분손익의 계산, 감가상각방법과 내용연수의 계속 적용 여부를 확인한다.	3		취득,처분,대체,폐기,감가상각비	자본적 지출,수익적 지출,내용연수	4편;3장;유형자산과 감가상각비;거래유형 세부테스트	TRUE	NEEDS_CHECK
p04-c03-027	GENERAL		4	3	6	1			1	매입채무에 대한 실증절차	감사인은 매입채무명세서를 입수하여 보조부와 총계정원장의 일치 여부를 확인하고, 주요 매입처에 외부조회를 실시하거나 대체적 절차를 수행한다.\n결산일 전후의 매입, 검수, 세금계산서, 지급거래를 검토하여 매입채무의 완전성과 기간귀속을 확인한다.	3		매입채무,매입채무명세서,외부조회,대체적 절차	완전성,기간귀속,결산일 전후	4편;3장;매입채무와 차입금;매입채무	TRUE	NEEDS_CHECK
p04-c03-028	GENERAL		4	3	6	2	1		1	차입금 총괄표의 작성	감사인은 차입금에 대한 총괄표를 작성하여 차입처별 기초잔액, 신규차입, 상환, 이자비용, 기말잔액을 파악하고 재무제표 금액과 차입금명세서 및 총계정원장의 일치 여부를 확인한다.	3		차입금,총괄표,차입처,신규차입,상환	이자비용,기말잔액	4편;3장;매입채무와 차입금;차입금	TRUE	NEEDS_CHECK
p04-c03-029	GENERAL		4	3	6	2	2		1	차입금의 실증적인 분석적절차	감사인은 차입금 잔액과 이자비용의 관계, 평균차입금과 평균이자율, 전기 대비 증감, 약정이자율과 실제 이자비용의 관계 등을 분석하여 누락된 차입금이나 이자비용의 왜곡표시 가능성을 검토한다.	3		차입금 잔액,이자비용,평균차입금,평균이자율	약정이자율,누락된 차입금	4편;3장;매입채무와 차입금;분석적절차	TRUE	NEEDS_CHECK
p04-c03-030	GENERAL		4	3	6	2	3	1	1	차입금 계정잔액에 대한 세부테스트	감사인은 금융기관조회서를 발송하여 차입금 잔액, 담보제공, 보증, 약정사항을 확인한다.\n차입계약서, 상환스케줄, 이자율 조건, 재무제한약정 등을 검토하여 차입금의 실재성, 완전성, 평가 및 분류의 적정성을 확인한다.	3		금융기관조회서,차입금 잔액,담보제공,보증,차입계약서	재무제한약정,분류	4편;3장;매입채무와 차입금;계정잔액 세부테스트	TRUE	NEEDS_CHECK
p04-c03-031	GENERAL		4	3	6	2	3	2	1	차입금 거래유형에 대한 세부테스트	감사인은 신규차입, 상환, 이자지급 거래에 대하여 차입계약서, 입금증빙, 상환증빙, 이자계산서, 금융거래내역을 검토한다.\n차입금의 유동·비유동 분류, 이자비용의 기간귀속, 미지급이자 및 약정 위반 여부를 확인한다.	3		신규차입,상환,이자지급,차입계약서,이자비용 기간귀속	미지급이자,약정 위반	4편;3장;매입채무와 차입금;거래유형 세부테스트	TRUE	NEEDS_CHECK
p04-c04-001	STANDARD	감사기준서 240-4,5	4	4	1	1	1		1	부정에 대한 경영진과 감사인의 책임	경영진의 책임: 부정과 오류의 예방과 발견에 대한 주된 책임\n감사인의 책임: 재무제표가 전체적으로 부정이나 오류로 인한 중요한 왜곡표시가 없다는 합리적 확신을 얻을 책임(절대적 책임 아님, 발견 책임)	3		경영진 책임,예방과 발견,감사인 책임,합리적 확신	중요한 왜곡표시	4편;4장;부정에	TRUE	CONFIRMED
p04-c04-002	STANDARD	감사기준서 240-3,A9	4	4	1	1	1		2	부정의 개념과 관련하여 유의할 사항	부정은 광범위한 법률적 개념이지만 감사인은 감사기준의 목적상 재무제표의 중요한 왜곡표시를 초래하는 부정에만 관심을 둔다.\n부정이 실제로 발생했는지 여부에 대한 법률적 결정은 내리지 않는다.\n감사기준에 따라 수행되는 감사에 문서 진위 판별이 수반되는 경우는 거의 없으며, 반대의 근거가 없는 한 감사인은 기록과 문서가 진실하다고 받아들일 수 있다.	3		중요한 왜곡표시,법률적 결정 아님,문서 진위 판별,진실하다고 받아들임		4편;4장;부정의	TRUE	CONFIRMED
p04-c04-003	STANDARD	감사기준서 240-A9	4	4	1	1	1		3	회계기록·문서가 진실하지 않다고 믿는 경우 추가감사절차	제3자에게 직접 조회한다(계약당사자).\n문서의 진실성을 평가하기 위해 전문가를 이용한다(문서감별사).	4		제3자 조회,전문가 이용,문서감별사		4편;4장;회계기록·문서가	TRUE	CONFIRMED
p04-c04-004	STANDARD	감사기준서 240-6	4	4	1	1	2	1	1	부정적발의 고유한계가 오류발견의 고유한계보다 큰 이유	부정의 경우 그 사실을 은폐하기 위해 위조, 거래기록에 대한 계획적인 누락 또는 감사인에 대한 의도적인 거짓 진술 등 정교하고 면밀하게 설계된 수단들이 이용되기 때문이다.	2		은폐,위조,계획적 누락,의도적 거짓 진술	정교하고 면밀하게 설계	4편;4장;부정적발의	TRUE	CONFIRMED
p04-c04-005	STANDARD	감사기준서 240-7	4	4	1	1	2	2	1	경영진에 의한 부정적발의 고유한계가 종업원의 경우보다 큰 이유	경영진은 회계기록을 직·간접적으로 조작하고 허위의 재무정보를 제공하거나 다른 종업원에 의해 유사한 부정이 예방되도록 설계된 통제를 무력화할 수 있는 위치에 있는 경우가 빈번하기 때문이다.	3		회계기록 조작,허위 재무정보,통제 무력화,위치		4편;4장;경영진에	TRUE	CONFIRMED
p04-c04-006	STANDARD	감사기준서 240-A3,A5	4	4	1	1	3		1	부정한 재무보고와 자산의 횡령의 예시	부정한 재무보고: 재무제표 작성의 기초가 되는 회계기록이나 근거문서를 조작·위조 또는 변경하는 경우, 사건·거래·중요한 정보를 재무제표에 허위로 기재하거나 의도적으로 누락하는 경우, 금액·분류·표시방법 또는 공시에 대한 회계원칙을 의도적으로 잘못 적용하는 경우\n자산의 횡령: 입금의 횡령, 물리적 자산 또는 지적 자산의 절도, 가공자산을 개인용도로 이용, 회사가 아니라 재화나 용역을 위하여 지급하게 함	4		부정한 재무보고,자산의 횡령,조작,위조,누락	회계원칙 오적용,입금 횡령,절도,가공자산	4편;4장;부정한	TRUE	CONFIRMED
p04-c04-007	STANDARD	감사기준서 240-A1	4	4	1	1	4		1	부정의 3가지 구성요소	동기·압력: 경영진이 이익목표나 재무적 성과를 달성해야 할 필요가 있는 경우 또는 수입액을 초과하는 생활을 하고 있는 경우\n기회: 개인이 내부통제를 무력화할 수 있다고 믿을 때 등 통제상의 취약점이 있는 경우\n합리화(태도): 부정직한 행위를 저지르는 태도나 성격 또는 윤리적 가치관을 가지고 있거나, 환경상 부정을 저지를 수 있을 것이라고 합리화하는 경우	2		동기,압력,기회,합리화,태도		4편;4장;부정의	TRUE	CONFIRMED
